n,blue,red
2.160000000000000000e+02,6.887954221010579581e-05,2.440958348798790160e-04
2.170000000000000000e+02,6.829000161048579096e-05,2.418615532237265752e-04
2.180000000000000000e+02,6.787176903463481615e-05,2.396578081138237687e-04
2.190000000000000000e+02,6.716931591486687795e-05,2.374840456023936518e-04
2.200000000000000000e+02,6.671571754462996961e-05,2.353397242459787184e-04
2.210000000000000000e+02,6.613269043495135461e-05,2.332243147682524261e-04
2.220000000000000000e+02,6.533720968930242215e-05,2.311372997333900376e-04
2.230000000000000000e+02,6.482960641143652668e-05,2.290781732296184121e-04
2.240000000000000000e+02,6.404315725691295952e-05,2.270464405625958256e-04
2.250000000000000000e+02,6.371231193314134760e-05,2.250416179582643010e-04
2.260000000000000000e+02,6.316838776687747504e-05,2.230632322748439598e-04
2.270000000000000000e+02,6.232547755317359775e-05,2.211108207236543233e-04
2.280000000000000000e+02,6.215432997172033215e-05,2.191839305984448125e-04
2.290000000000000000e+02,6.159744875643935707e-05,2.172821190129503306e-04
2.300000000000000000e+02,6.070791664179561633e-05,2.154049526463797635e-04
2.310000000000000000e+02,6.056175263883913567e-05,2.135520074965689490e-04
2.320000000000000000e+02,5.959586558629336399e-05,2.117228686405296667e-04
2.330000000000000000e+02,5.919102937590233485e-05,2.099171300021511911e-04
2.340000000000000000e+02,5.892159264812214017e-05,2.081343941268046346e-04
2.350000000000000000e+02,5.828539289148064283e-05,2.063742719626170585e-04
2.360000000000000000e+02,5.762360075279390639e-05,2.046363826481946077e-04
2.370000000000000000e+02,5.755192855896177538e-05,2.029203533065744147e-04
2.380000000000000000e+02,5.692245831017786912e-05,2.012258188451980805e-04
2.390000000000000000e+02,5.640509322947939318e-05,1.995524217617110623e-04
2.400000000000000000e+02,5.581850850871550914e-05,1.978998119553844080e-04
2.410000000000000000e+02,5.518970421060985201e-05,1.962676465439865581e-04
2.420000000000000000e+02,5.500059552553010250e-05,1.946555896859141789e-04
2.430000000000000000e+02,5.450731013840672153e-05,1.930633124074198031e-04
2.440000000000000000e+02,5.424000631985177598e-05,1.914904924347614497e-04
2.450000000000000000e+02,5.371120089974069895e-05,1.899368140311230048e-04
2.460000000000000000e+02,5.298396930702575504e-05,1.884019678381432207e-04
2.470000000000000000e+02,5.290698844316401336e-05,1.868856507219109227e-04
2.480000000000000000e+02,5.256547230337914816e-05,1.853875656232797052e-04
2.490000000000000000e+02,5.194534069572379433e-05,1.839074214123670784e-04
2.500000000000000000e+02,5.174259621783595974e-05,1.824449327471004266e-04
2.510000000000000000e+02,5.112390030177101888e-05,1.809998199356871017e-04
2.520000000000000000e+02,5.072736572822280276e-05,1.795718088028817980e-04
2.530000000000000000e+02,5.032872542050735164e-05,1.781606305599297798e-04
2.540000000000000000e+02,4.967507942701624167e-05,1.767660216780773778e-04
2.550000000000000000e+02,4.957665063440042243e-05,1.753877237655298150e-04
2.560000000000000000e+02,4.915617575002744800e-05,1.740254834477575905e-04
2.570000000000000000e+02,4.874660937861193986e-05,1.726790522510422427e-04
2.580000000000000000e+02,4.846983004291437208e-05,1.713481864891629929e-04
2.590000000000000000e+02,4.797257159723563588e-05,1.700326471531308354e-04
2.600000000000000000e+02,4.775755780136256448e-05,1.687321998038698975e-04
2.610000000000000000e+02,4.726414780593428752e-05,1.674466144677660528e-04
2.620000000000000000e+02,4.701895659533798577e-05,1.661756655349842066e-04
2.630000000000000000e+02,4.638981715061921650e-05,1.649191316604828610e-04
2.640000000000000000e+02,4.616969721049699586e-05,1.636767956676333114e-04
2.650000000000000000e+02,4.593387328189352394e-05,1.624484444543728150e-04
2.660000000000000000e+02,4.556611677196796702e-05,1.612338689018146952e-04
2.670000000000000000e+02,4.511366059690335084e-05,1.600328637852362654e-04
2.680000000000000000e+02,4.497299566573041452e-05,1.588452276873861041e-04
2.690000000000000000e+02,4.458383683055548328e-05,1.576707629140275250e-04
2.700000000000000000e+02,4.395050752516212601e-05,1.565092754116635427e-04
2.710000000000000000e+02,4.382570469577395787e-05,1.553605746873740266e-04
2.720000000000000000e+02,4.343805070764683509e-05,1.542244737307069851e-04
2.730000000000000000e+02,4.323716316372699513e-05,1.531007889375570017e-04
2.740000000000000000e+02,4.288958584818921069e-05,1.519893400359805446e-04
2.750000000000000000e+02,4.272677308474920907e-05,1.508899500138913914e-04
2.760000000000000000e+02,4.216663194424222460e-05,1.498024450485760492e-04
2.770000000000000000e+02,4.188005902666957120e-05,1.487266544379827133e-04
2.780000000000000000e+02,4.150465271784056624e-05,1.476624105337298511e-04
2.790000000000000000e+02,4.144035698389210952e-05,1.466095486757897711e-04
2.800000000000000000e+02,4.117313057700695752e-05,1.455679071287929911e-04
2.810000000000000000e+02,4.060504078198097727e-05,1.445373270199103936e-04
2.820000000000000000e+02,4.046232643856813896e-05,1.435176522782739166e-04
2.830000000000000000e+02,4.024045681942361189e-05,1.425087295758825754e-04
2.840000000000000000e+02,3.977348534665525411e-05,1.415104082699589292e-04
2.850000000000000000e+02,3.973518090701220806e-05,1.405225403467175865e-04
2.860000000000000000e+02,3.931705523236812079e-05,1.395449803664939768e-04
2.870000000000000000e+02,3.911111696761553042e-05,1.385775854102166927e-04
2.880000000000000000e+02,3.891625750651227304e-05,1.376202150271626070e-04
2.890000000000000000e+02,3.855697153967339256e-05,1.366727311839788510e-04
2.900000000000000000e+02,3.845227977451172138e-05,1.357349982149234110e-04
2.910000000000000000e+02,3.857870107141243962e-05,1.348068827733019505e-04
2.920000000000000000e+02,3.858898752592831055e-05,1.338882537840561644e-04
2.930000000000000000e+02,3.849885962693952625e-05,1.329789823974884041e-04
2.940000000000000000e+02,3.858862978299659692e-05,1.320789419440702333e-04
2.950000000000000000e+02,3.871355082588470774e-05,1.311880078903296571e-04
2.960000000000000000e+02,3.859583719296356020e-05,1.303060577957701862e-04
2.970000000000000000e+02,3.839952350587362952e-05,1.294329712707994822e-04
2.980000000000000000e+02,3.867692334057821791e-05,1.285686299356453332e-04
2.990000000000000000e+02,3.860215424701216345e-05,1.277129173802246415e-04
3.000000000000000000e+02,3.864528277933003566e-05,1.268657191249465341e-04
3.010000000000000000e+02,3.869738020814789624e-05,1.260269225824213772e-04
3.020000000000000000e+02,3.868575918068745828e-05,1.251964170200552595e-04
3.030000000000000000e+02,3.870013946382879670e-05,1.243740935233655508e-04
3.040000000000000000e+02,3.871138088004848432e-05,1.235598449608973936e-04
3.050000000000000000e+02,3.869693936074667572e-05,1.227535659481370097e-04
3.060000000000000000e+02,3.872986221660313586e-05,1.219551528065390494e-04
3.070000000000000000e+02,3.873371897980263843e-05,1.211645035232610846e-04
3.080000000000000000e+02,3.871684122086242529e-05,1.203815150379820690e-04
3.090000000000000000e+02,3.872959346650324341e-05,1.196060969309445463e-04
3.100000000000000000e+02,3.871102510752491452e-05,1.188381433152334087e-04
3.110000000000000000e+02,3.874544830213170023e-05,1.180775505908991549e-04
3.120000000000000000e+02,3.874417965306013571e-05,1.173242582152140932e-04
3.130000000000000000e+02,3.874744666275092126e-05,1.165779526368698933e-04
3.140000000000000000e+02,3.874144907803678847e-05,1.151071353372695022e-04
3.150000000000000000e+02,3.874510095980709284e-05,1.143821924531584344e-04
3.160000000000000000e+02,3.874215198166118632e-05,1.136642968258076410e-04
3.170000000000000000e+02,3.874800407542279513e-05,1.132089691576899910e-04
3.180000000000000000e+02,3.732374251188075792e-05,1.129538005364962109e-04
3.190000000000000000e+02,3.732737337132274106e-05,1.122549402258690986e-04
3.200000000000000000e+02,3.731323699175301110e-05,1.115546834382930832e-04
3.210000000000000000e+02,3.729857966119531947e-05,1.108607777530334773e-04
3.220000000000000000e+02,3.727123358909129622e-05,1.101704966950097853e-04
3.230000000000000000e+02,3.726599211931092313e-05,1.092330246967730038e-04
3.240000000000000000e+02,3.670536987637429508e-05,1.087579201656314236e-04
3.250000000000000000e+02,3.652881755404963944e-05,1.081341351045454492e-04
3.260000000000000000e+02,3.650268545423143767e-05,1.074709552836031429e-04
3.270000000000000000e+02,3.643158892741793839e-05,1.068296074668779100e-04
3.280000000000000000e+02,3.642692423431671724e-05,1.061042272378525574e-04
3.290000000000000000e+02,3.638145403322645102e-05,1.052128552956960785e-04
3.300000000000000000e+02,3.611907141937610051e-05,1.049165666606755867e-04
3.310000000000000000e+02,3.610990301901361235e-05,1.042263336831442138e-04
3.320000000000000000e+02,3.598703205497388202e-05,1.036358881948435941e-04
3.330000000000000000e+02,3.597298490998013183e-05,1.028048167626132993e-04
3.340000000000000000e+02,3.583467218357413135e-05,1.024210612972670676e-04
3.350000000000000000e+02,3.580894975590514075e-05,1.017315153621581195e-04
3.360000000000000000e+02,3.571786704139054490e-05,1.011419763603261786e-04
3.370000000000000000e+02,3.566809412894216046e-05,1.005430629195122410e-04
3.380000000000000000e+02,3.564079419367427611e-05,9.979025863013482383e-05
3.390000000000000000e+02,3.554828408282913204e-05,9.931043517931472634e-05
3.400000000000000000e+02,3.549937988205477488e-05,9.852636607084464253e-05
3.410000000000000000e+02,3.538775647561807994e-05,9.826517645677914237e-05
3.420000000000000000e+02,3.536031980679190902e-05,9.719910886513778627e-05
3.430000000000000000e+02,3.532185701197907920e-05,9.676216933778064762e-05
3.440000000000000000e+02,3.517190736648485790e-05,9.667170751959728149e-05
3.450000000000000000e+02,3.498325577986548208e-05,9.573373197841807700e-05
3.460000000000000000e+02,3.484987196952188084e-05,9.547501707393650614e-05
3.470000000000000000e+02,3.480747805288411060e-05,9.476371481235280989e-05
3.480000000000000000e+02,3.473070239935734723e-05,9.384153013895326950e-05
3.490000000000000000e+02,3.472025079594309472e-05,9.379790787152498394e-05
3.500000000000000000e+02,3.460713112737638859e-05,9.278625102532884886e-05
3.510000000000000000e+02,3.460130243281158520e-05,9.253255842564386206e-05
3.520000000000000000e+02,3.411939211210401988e-05,9.197079328900055830e-05
3.530000000000000000e+02,3.372393387371819278e-05,9.159023868958527715e-05
3.540000000000000000e+02,3.345560832360151805e-05,9.144088694632060671e-05
3.550000000000000000e+02,3.326917916218048271e-05,9.071275921992065061e-05
3.560000000000000000e+02,3.323203264105861445e-05,9.011691071794421649e-05
3.570000000000000000e+02,3.317968181796711823e-05,8.932151609002578446e-05
3.580000000000000000e+02,3.302887929056911031e-05,8.928285088407046763e-05
3.590000000000000000e+02,3.293977663603758250e-05,8.844344076728889866e-05
3.600000000000000000e+02,3.283745953375340014e-05,8.778078147019841048e-05
3.610000000000000000e+02,3.254938741588832686e-05,8.772850173618867227e-05
3.620000000000000000e+02,3.253015333220840946e-05,8.720894055091436977e-05
3.630000000000000000e+02,3.229575679245165151e-05,8.645937902806812079e-05
3.640000000000000000e+02,3.208973207507608049e-05,8.613263951894843944e-05
3.650000000000000000e+02,3.185411875661644214e-05,8.603306756737467682e-05
3.660000000000000000e+02,3.157521489162799235e-05,8.508591839178188338e-05
3.670000000000000000e+02,3.123341740090929776e-05,8.495901005021005135e-05
3.680000000000000000e+02,3.117558432285206583e-05,8.438501431115090999e-05
3.690000000000000000e+02,3.114585563708891912e-05,8.409525490096127361e-05
3.700000000000000000e+02,3.094117283326256785e-05,8.351962884321272940e-05
3.710000000000000000e+02,3.090274494056895091e-05,8.299569569670857546e-05
3.720000000000000000e+02,3.064777944891927371e-05,8.263042928048446424e-05
3.730000000000000000e+02,3.062235082604192920e-05,8.195384051447886481e-05
3.740000000000000000e+02,3.049217094458572211e-05,8.181805123910282644e-05
3.750000000000000000e+02,3.034775469856886986e-05,8.119511470875741006e-05
3.760000000000000000e+02,3.029340202530337711e-05,8.089803573939303646e-05
3.770000000000000000e+02,2.996774322302375336e-05,8.043762111825856717e-05
3.780000000000000000e+02,2.995939681701934330e-05,8.001094564276536132e-05
3.790000000000000000e+02,2.990788816741077577e-05,7.942833986160596597e-05
3.800000000000000000e+02,2.981703793608630218e-05,7.911198387943444875e-05
3.810000000000000000e+02,2.965621919801484033e-05,7.871978480503710892e-05
3.820000000000000000e+02,2.947909765988561068e-05,7.840395622759892161e-05
3.830000000000000000e+02,2.937223298610456345e-05,7.789309911229777680e-05
3.840000000000000000e+02,2.925920571359290784e-05,7.751016741833179687e-05
3.850000000000000000e+02,2.923466949260811935e-05,7.714949536308691059e-05
3.860000000000000000e+02,2.903602260385525113e-05,7.669561379526246996e-05
3.870000000000000000e+02,2.895542735878796185e-05,7.635257088474848111e-05
3.880000000000000000e+02,2.894231223080937510e-05,7.570323884482432015e-05
